snapped_at,price,market_cap,total_volume
2014-06-01 00:00:00 UTC,6.99e-06,,14.8118106104077
2014-06-02 00:00:00 UTC,5.89e-06,,12.5735759914205
2014-06-03 00:00:00 UTC,6.67e-06,,16.0977492885157
2014-06-04 00:00:00 UTC,6.45e-06,,17.2781914681186
2014-06-05 00:00:00 UTC,6.41e-06,,16.6659588771578
2014-06-06 00:00:00 UTC,6.14e-06,,7.16228918541524
2014-06-07 00:00:00 UTC,6.09e-06,,6.72034771947464
2014-06-08 00:00:00 UTC,6.16e-06,,3.29403163931158
2014-06-09 00:00:00 UTC,6.92e-06,54099.78943724,17.0716115612215
2014-06-10 00:00:00 UTC,7.37e-06,57617.83932839,12.4406616051087
2014-06-11 00:00:00 UTC,7.14e-06,55819.72493958,17.6863707541998
2014-06-12 00:00:00 UTC,6.97e-06,54490.68386959,16.9501054489471
2014-06-13 00:00:00 UTC,6.7e-06,52379.8539349,8.74243829845924
2014-06-14 00:00:00 UTC,7.12e-06,55663.36716664,12.0682755371017
2014-06-15 00:00:00 UTC,6.95e-06,54334.32609665,15.5824459406085
2014-06-16 00:00:00 UTC,7.14e-06,55819.72493958,7.23875806890717
2014-06-17 00:00:00 UTC,7.03e-06,54959.75718841,12.9438876727139
2014-06-18 00:00:00 UTC,7.06e-06,55194.29384782,14.3696261001116
2014-06-19 00:00:00 UTC,7.0e-06,54725.220529,16.6931134536138
2014-06-20 00:00:00 UTC,7.099338197286694e-06,55501.835493781095,244.328071112015
2014-06-21 00:00:00 UTC,7.051082888363042e-06,55124.580861989394,157.6404969279841
2014-06-22 00:00:00 UTC,7.007971104975543e-06,54787.537740092346,317.7484682877543
2014-06-23 00:00:00 UTC,6.953871571409488e-06,54364.59361081829,178.825051612365
2014-06-24 00:00:00 UTC,6.988144192714817e-06,54632.53314782415,327.0657520839951
2014-06-25 00:00:00 UTC,7.017272642592671e-06,54860.25612542893,344.4679402363467
2014-06-26 00:00:00 UTC,6.991188721204266e-06,54656.33493253728,33.53251549768137
2014-06-27 00:00:00 UTC,6.674615582761806e-06,52181.401387562815,29.7440795591444
2014-06-28 00:00:00 UTC,6.599742431855474e-06,51596.05143112708,13.99461430086521
2014-06-29 00:00:00 UTC,6.730290299743538e-06,52616.66012537923,21.06641015371562
2014-06-30 00:00:00 UTC,5.925472948075671e-06,46324.68768886641,31.40077302412368
2014-07-01 00:00:00 UTC,5.683803489482635e-06,44435.34277220527,381.7869816052863
2014-07-02 00:00:00 UTC,5.37565141585308e-06,42026.24417422727,242.8192853808975
2014-07-03 00:00:00 UTC,5.242987562702664e-06,40989.092942815354,222.3310975539284
2014-07-04 00:00:00 UTC,5.171186525000925e-06,40427.760425324115,358.3952770148653
2014-07-05 00:00:00 UTC,4.985808213214765e-06,38978.49342621107,339.5480394332973
